t_s,Flex1,Flex2,Flex3,Flex3,Flex4,Flex5,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw
16,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
17,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
18,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
19,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
20,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
21,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
22,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
23,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
24,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
25,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
26,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
27,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
28,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
29,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
30,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
31,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
32,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
33,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
34,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
35,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
36,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
37,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
38,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
39,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
40,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
41,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
42,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
43,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
44,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
45,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
46,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
47,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
48,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
49,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
50,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
51,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
52,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
53,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
54,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
55,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
56,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
57,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
58,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
59,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
60,0,12345,12345,12345,12345,0,0,0,0,0,0,0,0,0
